Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/search?q=*,496,0,1300.0,1540.7894294308321,673.821082978975,4153.583041974343,10399.0,0.8268070017588743,0.0,1300,1600,1900,2000,2800,3300,3700,3800,4200,4200,4200
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,496,0,3900.0,4866.370590956649,2205.370625015348,18453.108958958182,343146.8245967742,0.8268070017588743,0.0,4000,4900,6200,6800,8600,9900,11000,17000,18000,18000,18000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,429,0,1500.0,1553.5581040509276,1121.0753330378793,4860.731458000373,252892.8881118881,0.7151213785374135,0.0,1500,1600,1700,1700,1900,2100,3300,4000,4900,4900,4900
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,456,0,1600.0,1734.791996183176,1177.7022499591112,5625.274374964647,324696.84210526315,0.7601290177460619,0.0,1600,1700,1800,1800,2100,2700,4200,5500,5600,5600,5600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,481,0,1800.0,1988.6390609764,1385.1292089675553,5944.371499994304,332993.12681912683,0.8018027577540697,0.0,1800,2000,2100,2100,2400,2800,4800,5300,5900,5900,5900
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,448,0,7300.0,8495.704181774921,4757.3325840057805,25175.620625028387,836400.4330357143,0.7467934209434994,0.0,7300,8800,10000,11000,13000,15000,18000,21000,25000,25000,25000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,486,0,1100.0,1236.5486791809885,790.2420409955084,4849.396167031955,180033.6131687243,0.8101375057556712,0.0,1100,1200,1300,1400,1600,2100,3100,4100,4800,4800,4800
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,469,0,1200.0,1282.2042629754455,882.1875419816934,4507.24737503333,217706.6396588486,0.781799362550226,0.0,1200,1300,1300,1400,1600,1900,2900,3600,4500,4500,4500
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,428,0,1400.0,1516.5760983103967,1089.1910420032218,5554.558791976888,243091.06542056074,0.7134544289370932,0.0,1400,1500,1500,1600,1900,2500,3500,4600,5600,5600,5600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,494,0,1400.0,1517.6026390928837,1072.4800829775631,4961.599709000438,238734.479757085,0.8234731025582338,0.0,1400,1500,1600,1600,1800,2200,3600,4400,5000,5000,5000
GET,/dataverse/harvard,4720,0,2500.0,3039.6117005857955,1333.4586250130087,8759.803624998312,101231.11144067797,7.868002113511869,0.0,2500,3200,3900,4400,5300,6400,7000,7200,8500,8800,8800
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,463,0,520.0,619.8505392155034,348.5516250366345,2202.7309999684803,70425.60475161987,0.7717976649483042,0.0,520,630,700,760,970,1200,1500,1800,2200,2200,2200
,Aggregated,9866,0,1900.0,2699.4900229477257,348.5516250366345,25175.620625028387,191443.85627407258,16.44612475676019,0.0,1900,2600,3200,3800,5500,6800,8800,11000,18000,25000,25000
