Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/search?q=*,357,0,2000.0,2080.560612644875,795.5289579695091,7551.365082967095,16778.0,0.6979424998278888,0.0,2000,2200,2400,2500,3000,3600,4500,5500,7600,7600,7600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,316,0,5600.0,6149.447061318191,2304.301584023051,24773.167790961452,341505.56329113926,0.6177866385031173,0.0,5600,6400,6900,7400,8600,12000,18000,21000,25000,25000,25000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,354,0,4100.0,4500.7512876698165,1440.0919590843841,17454.434207989834,251210.11581920905,0.692077436804125,0.0,4100,5000,5400,5800,6800,7800,11000,15000,17000,17000,17000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,406,0,4300.0,4749.233909685043,1461.823167046532,19041.888792067766,322999.33743842365,0.7937385292160304,0.0,4300,5200,5700,6000,7100,8400,11000,17000,19000,19000,19000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,360,0,4700.0,5285.4503129596,1770.0511669972911,21675.094041973352,331318.18333333335,0.7038075628516526,0.0,4700,5500,6000,6500,7400,12000,13000,19000,22000,22000,22000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,364,0,10000.0,10769.682752457511,4907.052333001047,27754.393041017465,834749.6043956043,0.7116276468833376,0.0,10000,11000,12000,12000,14000,21000,27000,27000,28000,28000,28000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,349,0,3400.0,3621.920888858879,975.5669579608366,17612.27408295963,178316.2607449857,0.6823023317645187,0.0,3400,3900,4100,4600,5400,6900,9100,13000,18000,18000,18000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,381,0,3800.0,4077.3327868557694,1192.061209003441,17535.433750017546,216004.2782152231,0.744863004017999,0.0,3800,4500,5000,5200,6400,7000,8000,11000,18000,18000,18000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,330,0,4000.0,4431.663763152689,1382.63495801948,17914.430708042346,241368.78484848485,0.6451569326140149,0.0,4100,4800,5400,5800,6600,7100,11000,16000,18000,18000,18000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,372,0,4000.0,4480.816059815009,1324.1705419495702,18653.15350005403,237001.81451612903,0.7272678149467077,0.0,4100,4900,5400,5500,6600,9600,11000,17000,19000,19000,19000
GET,/dataverse/harvard,3554,0,3800.0,4153.925201092904,1606.9800419500098,16480.1296669757,99390.67360720315,6.948144662152148,0.0,3800,4300,4600,4900,5700,7900,13000,14000,16000,16000,16000
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,405,0,2200.0,2339.472934685613,526.5818330226466,8634.667542064562,68694.6049382716,0.7917835082081092,0.0,2200,2600,2800,3100,3800,4700,5700,6000,8600,8600,8600
,Aggregated,7548,0,3800.0,4463.133342494075,526.5818330226466,27754.393041017465,192169.73582405935,14.756498567789649,0.0,3800,4600,5100,5500,7200,10000,13000,15000,27000,28000,28000
