Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/search?q=*,208,0,630.0,700.2825276218713,576.769458130002,3321.011124877259,9323.0,0.3466864190865125,0.0,630,650,670,680,750,820,1100,3200,3300,3300,3300
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,207,0,2000.0,2135.203171890355,1791.937000118196,8759.599708020687,327655.46859903383,0.3450196574562889,0.0,2000,2200,2200,2300,2400,2600,2800,2900,8800,8800,8800
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,208,0,1200.0,1349.803488985904,1026.4420418534428,6781.841415911913,237454.38461538462,0.3466864190865125,0.0,1200,1300,1400,1500,1600,1700,1900,5900,6800,6800,6800
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,222,0,1300.0,1532.3461497806616,1107.352000195533,8657.865667017177,309233.3963963964,0.37002108190964317,0.0,1300,1500,1700,1700,1800,1900,5800,7000,8700,8700,8700
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,196,0,1500.0,1847.7766585966326,1344.6013338398188,9026.677374960855,317569.2551020408,0.3266852795238291,0.0,1500,1800,1900,2000,2200,2500,8100,9000,9000,9000,9000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,216,0,3600.0,4100.3677202830595,3289.2947918735445,12698.559124954045,820945.6805555555,0.36002051212830144,0.0,3600,4300,4500,4500,4800,5100,11000,11000,13000,13000,13000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,194,0,880.0,991.2060019236116,778.7374590989202,5070.796500192955,164554.67525773196,0.32335175626338186,0.0,880,960,1100,1100,1200,1300,1700,4400,5100,5100,5100
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,194,0,960.0,1179.8997598702626,843.7432909850031,6929.045832948759,202273.32474226804,0.32335175626338186,0.0,960,1100,1200,1200,1400,1500,5400,6200,6900,6900,6900
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,198,0,1100.0,1443.244693599726,1010.4163750074804,7350.341666955501,227675.4595959596,0.3300188027842763,0.0,1100,1300,1400,1400,1500,2000,6300,7300,7400,7400,7400
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,202,0,1200.0,1357.2289740752042,1017.2161671798676,6766.425791895017,223285.68811881187,0.3366858493051708,0.0,1200,1400,1400,1500,1600,1700,2400,5700,6800,6800,6800
GET,/dataverse/harvard,2050,0,1400.0,1510.1291731297515,1242.7897080779076,6681.551625020802,85829.35365853658,3.4168613419584166,0.0,1400,1400,1500,1500,1600,1900,4800,5600,6500,6700,6700
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,204,0,380.0,462.3465253115522,335.2048748638481,2903.3055000472814,54969.23039215686,0.34001937256561804,0.0,380,410,440,460,530,580,2100,2500,2900,2900,2900
,Aggregated,4299,0,1400.0,1541.667867391627,335.2048748638481,12698.559124954045,180480.11467783205,7.1654082483313335,0.0,1400,1400,1500,1600,2100,3500,4900,5900,11000,13000,13000
