Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/datasets/:persistentId/versions/compareSummary?persistentId=doi:10.7910/DVN/29236,334,75,53000.0,51925.874556152674,34530.16645787284,60092.38037513569,580.0359281437126,0.5566578177229571,0.12499801296174187,53000,55000,59000,60000,60000,60000,60000,60000,60000,60000,60000
GET,/api/search?q=*,369,0,1100.0,1247.3767298806288,551.2257502414286,7317.008917219937,3553.0,0.61499022377177,0.0,1100,1200,1300,1400,1600,1900,4100,6500,7300,7300,7300
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,369,0,4700.0,5109.2814732088045,2617.0190419070423,15198.210708331317,342228.837398374,0.61499022377177,0.0,4700,5100,5500,5800,6900,8700,13000,14000,15000,15000,15000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,395,0,3200.0,3605.221752960329,1589.9826660752296,14238.977666944265,251990.94936708861,0.6583228682651738,0.0,3200,3600,3900,4200,4800,6700,12000,13000,14000,14000,14000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,363,0,3500.0,3960.821563112434,1702.6403746567667,15915.191291831434,323757.5619834711,0.6049903827348306,0.0,3500,4000,4400,4600,5400,7400,13000,14000,16000,16000,16000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,385,0,4100.0,4590.213854764528,2097.069540992379,16800.04387535155,332057.66233766236,0.6416564665369416,0.0,4100,4700,5000,5400,6100,7900,14000,15000,17000,17000,17000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,373,0,11000.0,11495.221009180848,6536.304833833128,22735.340374987572,835490.8927613941,0.6216567844630629,0.0,11000,12000,13000,13000,15000,17000,20000,22000,23000,23000,23000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,357,0,2600.0,2936.908096881161,1131.744333077222,13371.883917134255,179090.8543417367,0.5949905416978913,0.0,2600,3000,3300,3400,4000,5600,7800,11000,13000,13000,13000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,361,0,2700.0,3019.8601435694504,1248.9129579626024,13491.814209148288,216772.04986149585,0.6016571023891842,0.0,2700,3100,3300,3500,4100,5700,7600,11000,13000,13000,13000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,353,0,3200.0,3736.0818349946258,1530.127584002912,15617.364082951099,242167.92067988668,0.5883239810065984,0.0,3200,3700,4100,4400,5300,7300,12000,13000,16000,16000,16000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,371,0,3100.0,3461.580592085861,1403.3972090110183,14835.27054078877,237802.11051212938,0.6183235041174164,0.0,3100,3500,3800,4200,4700,5600,12000,13000,15000,15000,15000
GET,/dataverse/harvard,3723,0,3300.0,3631.08571405827,1549.7137079946697,14483.92212530598,100340.16492076282,6.204901363420866,0.0,3300,3700,4000,4100,4800,5700,11000,12000,14000,14000,14000
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,370,0,1200.0,1436.1685359523303,578.7684582173824,8261.179624591023,69480.93783783783,0.6166568639445932,0.0,1200,1400,1600,1700,2100,2900,3900,6400,8300,8300,8300
,Aggregated,8123,75,3300.0,5834.948052518311,551.2257502414286,60092.38037513569,184599.57380278222,13.538118123843056,0.12499801296174187,3300,3900,4400,4800,9300,14000,53000,59000,60000,60000,60000
