Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/datasets/:persistentId/versions/compareSummary?persistentId=doi:10.7910/DVN/29236,172,0,19000.0,19292.840394140003,18340.82862501964,25283.08745799586,875.0,0.2867206275106757,0.0,19000,19000,19000,20000,20000,21000,24000,24000,25000,25000,25000
GET,/api/search?q=*,201,0,430.0,466.9207372999199,400.0274590216577,1048.2936250045896,4147.0,0.3350630588932896,0.0,430,440,450,470,550,680,810,970,1000,1000,1000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,201,0,2200.0,2306.8183399667378,2051.1621250770986,3919.7840420529246,342267.94527363183,0.3350630588932896,0.0,2200,2300,2400,2400,2500,2600,3100,3600,3900,3900,3900
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,189,0,1300.0,1320.156009739669,1161.0778751783073,2691.4199590682983,252015.67724867724,0.31505929418324247,0.0,1300,1300,1400,1400,1500,1500,1700,2500,2700,2700,2700
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,179,0,1400.0,1462.7449497081047,1275.6501669064164,2850.8545416407287,323794.93854748603,0.29838949025820316,0.0,1400,1500,1500,1600,1600,1700,1800,2600,2900,2900,2900
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,193,0,1600.0,1656.8915125349333,1419.3013329058886,3162.7176669426262,332361.35751295334,0.3217272157532582,0.0,1600,1700,1700,1800,1900,1900,2200,3100,3200,3200,3200
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,175,0,4900.0,4961.543062105775,4288.888208102435,8693.836707621813,835522.1142857143,0.2917215686881875,0.0,4900,5000,5100,5200,5200,5400,6800,7300,8700,8700,8700
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,189,0,940.0,995.7017629831123,858.8274582289159,2187.275083735585,179140.89417989418,0.31505929418324247,0.0,940,970,990,1000,1100,1200,1900,2100,2200,2200,2200
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,166,0,1000.0,1106.8404068614927,967.5118341110647,2245.570708066225,216846.93975903615,0.2767187451556521,0.0,1000,1100,1100,1200,1200,1400,2000,2200,2200,2200,2200
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,167,0,1200.0,1312.164854573387,1123.546540737152,2635.3577501140535,242257.09580838322,0.27838572554815605,0.0,1200,1300,1300,1400,1500,1800,2500,2600,2600,2600,2600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,179,0,1200.0,1326.2801315510574,1135.0250421091914,2957.9081661067903,237945.11731843575,0.29838949025820316,0.0,1200,1300,1300,1400,1500,2300,2500,2600,3000,3000,3000
GET,/dataverse/harvard,1844,0,1300.0,1383.9392091161237,1207.7811248600483,2956.452166195959,100187.0759219089,3.073911843777244,0.0,1300,1400,1400,1400,1500,1700,2400,2600,2900,3000,3000
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,201,0,440.0,459.9322781884181,403.3067091368139,833.2974589429796,69480.9751243781,0.3350630588932896,0.0,440,450,460,460,530,620,680,700,830,830,830
,Aggregated,4056,0,1300.0,2230.811177632938,400.0274590216577,25283.08745799586,181791.48150887573,6.761272471995934,0.0,1300,1400,1500,1600,2500,5200,19000,19000,23000,25000,25000
