Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/search?q=*,500,0,830.0,958.260287290439,627.1342500112951,7583.572499919683,12816.0,0.8332420657705515,0.0,830,920,990,1100,1300,1500,1900,4200,7600,7600,7600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/26134,558,0,1200.0,1416.5550405017725,978.3881669864058,11068.09425028041,252844.40681003584,0.9298981453999355,0.0,1200,1300,1400,1500,1800,2100,2800,6700,11000,11000,11000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27079,526,0,1100.0,1387.691389348804,863.0227907560766,11570.119416806847,232281.52851711027,0.8765706531906202,0.0,1100,1200,1300,1400,1800,2200,2800,9300,12000,12000,12000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27626,486,0,1200.0,1523.4690551059666,902.0194583572447,13020.320541225374,240445.43004115226,0.809911287928976,0.0,1200,1300,1400,1500,1900,2500,8100,9400,13000,13000,13000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/27883,536,0,1500.0,1745.3976151344032,1182.4442083016038,12039.041999727488,294870.46268656716,0.8932354945060312,0.0,1500,1600,1700,1800,2200,2900,3900,8600,12000,12000,12000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29236,504,0,1700.0,2102.690845651234,1308.952583000064,11472.930958960205,282734.4404761905,0.8399080022967159,0.0,1700,1800,2000,2100,2600,3100,9100,10000,11000,11000,11000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/29669,522,0,880.0,1106.9828526614683,664.0893328003585,9388.99233425036,177021.22796934866,0.8699047166644558,0.0,880,980,1100,1200,1400,1900,4100,6900,9400,9400,9400
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/55LJ9P,506,0,950.0,1163.2976391023253,745.6725831143558,9613.880208227783,213786.09881422925,0.8432409705597982,0.0,950,1000,1100,1100,1500,2000,2600,7700,9600,9600,9600
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/MPU019,524,0,1200.0,1455.7269974496173,900.3446251153946,11110.867457929999,237755.36259541984,0.873237684927538,0.0,1200,1200,1300,1400,1800,2300,8500,9400,11000,11000,11000
GET,/dataset.xhtml?persistentId=doi:10.7910/DVN/OJZKKP,551,0,1100.0,1412.575525383781,904.6615832485259,10544.88004092127,229054.8729582577,0.9182327564791478,0.0,1100,1300,1400,1400,1800,2400,3300,9400,11000,11000,11000
GET,/dataverse/harvard,5128,0,1300.0,1524.0908897498748,1008.6100418120623,8153.597207739949,94459.85198907956,8.545730626542776,0.0,1300,1400,1500,1600,1900,2300,4500,6300,7500,8200,8200
GET,/dataverse/harvard/?q=fileName%3Aselfrecovery.tab,509,0,430.0,530.5737318061219,334.91270896047354,4587.4451249837875,54554.451866404714,0.8482404229544215,0.0,430,490,540,590,720,920,1100,1900,4600,4600,4600
,Aggregated,10850,0,1300.0,1431.1882602300684,334.91270896047354,13020.320541225374,152130.20248847926,18.081352827220968,0.0,1300,1400,1500,1600,1900,2300,4400,6900,11000,12000,13000
